,User,Tweets,Url,likeCount,retweetCount,followersCount,metionedUsers
2183,thisiskalvt,"This weeks auction includes a one-of-kind hand-painted NFT of @teamsdworx  2021 Woman’s Tour Jersey. The highest bidder will receive BOTH the framed-art piece as well as the minted #NFT 👉https://t.co/DOMuGdacQf 
#cyclinglife #Cyclingart #womaninsport #Equality @opensea https://t.co/Hq6BiMAOcd",https://twitter.com/thisiskalvt/status/1460900687634747398,3,1,36,"['teamsdworx', 'opensea']"
2184,CYPX77,"Yo #NFTCommunity Hey People did you heared of CyberPunX? @opensea

✅ 999 unique CyberPunX 
🦾 We fight for equality and social justice
🔥Allready gaveaway 15k$

Discord:
https://t.co/fgYzg0EWRh

Check our Collection:
https://t.co/CEKZSzBYES 

#NFT #OpenSeaNFT #NFTdrop #nfart https://t.co/EkrxV9lTvT",https://twitter.com/CYPX77/status/1460872912370610176,12,5,4796,['opensea']
2185,minibus_art63,"@c00lweb3 Hello c00l , I'm minibus63. An educator and NFT artist. I hope to see comment. I like art since childhood. I'm a teacher teaching art to student in Thailand and I'd like to show through my work let the world to equality.",https://twitter.com/minibus_art63/status/1460851714257416198,2,0,1855,['c00lweb3']
2186,peripheralbluex,"Personal take: If a team releases a 10k NFT project called ""Farmers"" (all male pfps) and they later introduce another 10k collection called ""Female Farmers,"" this does very little to drive gender equality forward and it interests me 0",https://twitter.com/peripheralbluex/status/1460841785891110913,6,0,645,
2187,LIL_MISS_GNARLY,"Honestly 5% seems high to me @business 

Collect on @OpenSea for .55555 $ETH. This 1/1 is angry and #feminist.  All proceeds to #femaleartists.

#NFTCommunity #NFTartists #WomeninNFTs #WomenInCrypto #NFT #NFTs #NFTshill #cryptoart #Equality #WomenInSTEM 

https://t.co/XhJwC4TQX3",https://twitter.com/LIL_MISS_GNARLY/status/1460809021254995970,45,13,884,"['business', 'opensea']"
2188,KlendathuCap,"""Yes we take intra-generational equality very seriously which is why we've recently launched an NFT fund for NFT's that have lost 99% of their value.""",https://twitter.com/KlendathuCap/status/1460780377887240195,8,0,11897,
2189,Rybalevsky,"""Tolerance or Discrimination.""

In order to achieve equality, it is necessary to make the game equally accessible to all players, not to change the rules to benefit or disadvantage those already playing.

#nft #art #nftart #NFTCommunity #nftartist #cryptoart #cryptoartist https://t.co/t7iokSSoDK",https://twitter.com/Rybalevsky/status/1460708713623437321,8,0,72,
2190,an1eth,"The Irony Of The NFT Space 👇
Talks about equality, racism, woman empowerment, humanity and kindness and mints @LilBabyApeClub. #shame #boycottlilbabyapeclub https://t.co/pkmV6VUdvN",https://twitter.com/an1eth/status/1460662877325430784,4,2,7983,['LilBabyApeClub']
2191,BisharaDOTeth,"🙃 We need to push more and more #Equality in this space!! 

#women 
#crypto #NFT #cryptoart #NFTartists https://t.co/Lop0HV8908",https://twitter.com/BisharaDOTeth/status/1460444066705981445,2,0,5966,
2192,alecoutside,"This tells me nothing without knowing how many females are in the space. 

I mean, sure, we want equality, but if men make up 77% of people in the NFT space (unsure of breakdown), then this isn't surprising.

People can't buy from female artists if they physically aren't there.",https://twitter.com/alecoutside/status/1460338380084895746,5,0,1302,
